Turn,Player,Value
512,10, g:9614 i:11616 tg:475730 h:865 c:90 cc:4782 m:1198746 sc:19484 s:10299 l:1190 p:14859 f:2916 po:826170000 nc:85 w:20 t:121 fa:0 fr:126 tru:12 gw:3 in:6 to:1121
512,11, g:7300 i:8225 tg:312711 h:675 c:107 cc:3048 m:259650 sc:14939 s:6720 l:393 p:9433 f:1451 po:569719000 nc:32 w:15 t:121 fa:0 fr:74 tru:12 gw:5 in:3 to:1143
512,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
512,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
513,1, g:450 i:637 tg:121702 h:111 c:85 cc:607 m:102374 sc:1596 s:2027 l:91 p:1352 f:192 po:46821000 nc:8 w:1 t:121 fa:0 fr:10 tru:6 gw:8 in:2 to:211
513,2, g:1838 i:2206 tg:184761 h:157 c:73 cc:845 m:154236 sc:3705 s:2797 l:230 p:3103 f:618 po:176564000 nc:16 w:6 t:121 fa:0 fr:23 tru:0 gw:4 in:2 to:238
513,3, g:10 i:16 tg:191 h:15 c:22 cc:14 m:2760 sc:53 s:437 l:26 p:14 f:16 po:48000 nc:1 w:0 t:78 fa:0 fr:0 tru:0 gw:0 in:0 to:0
513,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
513,5, g:567 i:875 tg:74232 h:127 c:62 cc:847 m:141160 sc:2037 s:2153 l:214 p:1817 f:404 po:39342000 nc:16 w:4 t:121 fa:0 fr:16 tru:10 gw:2 in:2 to:208
513,6, g:10526 i:11804 tg:469423 h:543 c:88 cc:4009 m:636048 sc:19216 s:9423 l:787 p:13670 f:2728 po:1150464000 nc:56 w:15 t:121 fa:0 fr:99 tru:10 gw:1 in:3 to:1661
513,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
513,8, g:2603 i:2985 tg:328025 h:295 c:81 cc:1384 m:108436 sc:3957 s:3364 l:226 p:3596 f:540 po:89505000 nc:14 w:33 t:121 fa:0 fr:267 tru:7 gw:5 in:2 to:435
513,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
513,10, g:10494 i:12499 tg:494518 h:868 c:90 cc:5727 m:1195140 sc:19441 s:10266 l:1201 p:16029 f:2917 po:826347000 nc:86 w:20 t:121 fa:0 fr:123 tru:12 gw:3 in:6 to:1065
513,11, g:6305 i:7231 tg:319611 h:675 c:107 cc:3027 m:349268 sc:13456 s:6637 l:382 p:9350 f:1421 po:568366000 nc:31 w:15 t:121 fa:0 fr:71 tru:12 gw:5 in:3 to:1169
513,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
513,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
514,1, g:498 i:670 tg:123268 h:103 c:85 cc:562 m:105634 sc:1484 s:1944 l:79 p:1386 f:224 po:43592000 nc:7 w:1 t:121 fa:0 fr:8 tru:6 gw:9 in:2 to:215
514,2, g:1787 i:2163 tg:190048 h:154 c:73 cc:842 m:142918 sc:3771 s:2806 l:230 p:3042 f:579 po:179358000 nc:16 w:6 t:121 fa:0 fr:23 tru:0 gw:4 in:2 to:238
514,3, g:11 i:16 tg:201 h:15 c:22 cc:17 m:2463 sc:58 s:446 l:26 p:15 f:18 po:90000 nc:1 w:0 t:79 fa:0 fr:0 tru:0 gw:0 in:0 to:0
514,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
514,5, g:644 i:949 tg:76563 h:121 c:62 cc:987 m:146000 sc:2072 s:2134 l:202 p:1984 f:366 po:39954000 nc:15 w:4 t:121 fa:0 fr:16 tru:10 gw:3 in:2 to:223
514,6, g:10395 i:11683 tg:490981 h:428 c:88 cc:3978 m:680814 sc:18960 s:9464 l:767 p:13713 f:2694 po:1177377000 nc:55 w:13 t:121 fa:0 fr:97 tru:10 gw:1 in:3 to:1656
514,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
514,8, g:2101 i:2488 tg:333269 h:325 c:81 cc:1401 m:105036 sc:4123 s:3443 l:256 p:3688 f:549 po:88550000 nc:16 w:35 t:121 fa:0 fr:266 tru:7 gw:5 in:2 to:454
514,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
514,10, g:10778 i:12820 tg:514544 h:872 c:90 cc:5868 m:1153540 sc:20466 s:10435 l:1215 p:16249 f:2965 po:859094000 nc:87 w:20 t:121 fa:0 fr:123 tru:12 gw:3 in:6 to:1155
514,11, g:7425 i:8323 tg:327384 h:652 c:107 cc:2977 m:343816 sc:14214 s:6561 l:382 p:9109 f:1453 po:553584000 nc:31 w:15 t:121 fa:0 fr:63 tru:12 gw:5 in:3 to:1166
514,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
514,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
515,1, g:496 i:657 tg:125119 h:100 c:85 cc:550 m:85104 sc:1441 s:1872 l:70 p:1270 f:193 po:42541000 nc:6 w:1 t:121 fa:0 fr:8 tru:6 gw:9 in:2 to:220
515,2, g:1800 i:2180 tg:195096 h:158 c:73 cc:846 m:139848 sc:3864 s:2828 l:230 p:3047 f:580 po:185525000 nc:16 w:6 t:121 fa:0 fr:23 tru:0 gw:4 in:2 to:234
515,3, g:12 i:18 tg:114 h:15 c:22 cc:23 m:3308 sc:64 s:450 l:26 p:15 f:16 po:150000 nc:1 w:0 t:79 fa:0 fr:0 tru:0 gw:0 in:0 to:0
515,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
515,5, g:536 i:840 tg:78089 h:122 c:63 cc:815 m:158666 sc:2163 s:2159 l:193 p:1809 f:404 po:45540000 nc:14 w:4 t:121 fa:0 fr:16 tru:10 gw:3 in:2 to:227
515,6, g:13141 i:14437 tg:503372 h:695 c:88 cc:4328 m:689040 sc:20320 s:10405 l:817 p:14859 f:2943 po:1279630000 nc:58 w:35 t:121 fa:0 fr:927 tru:10 gw:1 in:3 to:1679
515,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
515,8, g:1899 i:2286 tg:337679 h:196 c:81 cc:1177 m:121832 sc:4424 s:2941 l:238 p:3533 f:538 po:95757000 nc:15 w:14 t:121 fa:0 fr:105 tru:7 gw:5 in:2 to:392
515,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
515,10, g:9368 i:11459 tg:527193 h:885 c:90 cc:5015 m:1087732 sc:20246 s:11270 l:1225 p:15475 f:3198 po:983748000 nc:89 w:21 t:121 fa:0 fr:123 tru:12 gw:3 in:6 to:1166
515,11, g:4868 i:5680 tg:332092 h:576 c:107 cc:2673 m:291956 sc:12030 s:6200 l:358 p:8191 f:1353 po:526727000 nc:29 w:14 t:121 fa:0 fr:55 tru:11 gw:5 in:3 to:1080
515,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
515,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
516,1, g:388 i:571 tg:126921 h:113 c:85 cc:461 m:76190 sc:1442 s:2005 l:80 p:1243 f:210 po:50808000 nc:7 w:1 t:121 fa:0 fr:8 tru:6 gw:9 in:2 to:236
516,2, g:1977 i:2361 tg:200601 h:150 c:73 cc:1020 m:158584 sc:3827 s:2843 l:247 p:3412 f:606 po:186951000 nc:17 w:6 t:121 fa:0 fr:23 tru:0 gw:4 in:2 to:242
516,3, g:12 i:18 tg:126 h:15 c:22 cc:26 m:3379 sc:69 s:454 l:27 p:15 f:16 po:232000 nc:1 w:0 t:79 fa:0 fr:0 tru:0 gw:0 in:0 to:0
516,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
516,5, g:579 i:908 tg:79913 h:140 c:63 cc:883 m:143446 sc:2303 s:2360 l:225 p:1935 f:413 po:51208000 nc:17 w:5 t:121 fa:0 fr:16 tru:10 gw:3 in:2 to:227
516,6, g:12422 i:13720 tg:519538 h:380 c:88 cc:3960 m:715702 sc:21807 s:9834 l:767 p:14817 f:2922 po:1300040000 nc:55 w:14 t:121 fa:0 fr:97 tru:10 gw:1 in:3 to:1672
516,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
516,8, g:2472 i:2864 tg:342681 h:304 c:81 cc:1672 m:135144 sc:4307 s:3483 l:256 p:3986 f:595 po:93291000 nc:16 w:35 t:121 fa:0 fr:297 tru:7 gw:5 in:2 to:441
516,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
516,10, g:9402 i:11498 tg:539703 h:885 c:90 cc:5015 m:1127350 sc:20120 s:11171 l:1228 p:15486 f:3185 po:989448000 nc:89 w:20 t:121 fa:0 fr:127 tru:12 gw:3 in:6 to:1277
516,11, g:5920 i:6674 tg:336989 h:548 c:107 cc:3010 m:308076 sc:12427 s:5830 l:328 p:8191 f:1260 po:492705000 nc:26 w:14 t:121 fa:0 fr:54 tru:11 gw:5 in:3 to:1004
516,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
516,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
517,1, g:343 i:511 tg:128551 h:110 c:85 cc:430 m:77882 sc:1327 s:1897 l:84 p:1156 f:206 po:45819000 nc:7 w:0 t:121 fa:0 fr:6 tru:7 gw:9 in:2 to:230
517,2, g:1833 i:2206 tg:206223 h:155 c:73 cc:819 m:154694 sc:3845 s:2777 l:233 p:2988 f:560 po:188624000 nc:16 w:6 t:121 fa:0 fr:23 tru:0 gw:4 in:2 to:248
517,3, g:15 i:21 tg:140 h:14 c:22 cc:16 m:4486 sc:74 s:463 l:27 p:18 f:26 po:337000 nc:1 w:0 t:80 fa:0 fr:0 tru:0 gw:0 in:0 to:0
517,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
517,5, g:671 i:1025 tg:82224 h:156 c:63 cc:934 m:151228 sc:2556 s:2498 l:226 p:2038 f:441 po:58712000 nc:18 w:5 t:121 fa:0 fr:18 tru:10 gw:3 in:2 to:233
517,6, g:12342 i:13638 tg:533386 h:378 c:88 cc:3937 m:603238 sc:21949 s:9882 l:750 p:14945 f:2917 po:1329097000 nc:54 w:14 t:121 fa:0 fr:97 tru:10 gw:1 in:3 to:1657
517,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
517,8, g:3073 i:3471 tg:349660 h:301 c:81 cc:1695 m:118622 sc:4101 s:3497 l:256 p:4027 f:640 po:93703000 nc:16 w:35 t:121 fa:0 fr:292 tru:7 gw:5 in:2 to:451
517,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
517,10, g:9726 i:11861 tg:566671 h:906 c:90 cc:5141 m:1177374 sc:20849 s:11449 l:1263 p:15790 f:3181 po:1031696000 nc:91 w:21 t:121 fa:0 fr:127 tru:12 gw:3 in:6 to:1258
517,11, g:4615 i:5324 tg:341947 h:518 c:107 cc:2305 m:271024 sc:11267 s:5578 l:320 p:6948 f:1126 po:442560000 nc:25 w:14 t:121 fa:0 fr:50 tru:11 gw:5 in:3 to:844
517,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
517,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
518,1, g:334 i:443 tg:129793 h:98 c:85 cc:304 m:66552 sc:1067 s:1621 l:41 p:897 f:124 po:31826000 nc:4 w:0 t:121 fa:0 fr:4 tru:6 gw:7 in:2 to:156
518,2, g:1896 i:2259 tg:212138 h:151 c:73 cc:832 m:186984 sc:3765 s:2662 l:248 p:2989 f:576 po:190574000 nc:17 w:3 t:121 fa:0 fr:23 tru:0 gw:4 in:2 to:248
518,3, g:15 i:21 tg:155 h:14 c:22 cc:31 m:5407 sc:79 s:471 l:27 p:18 f:20 po:469000 nc:1 w:0 t:81 fa:0 fr:0 tru:0 gw:0 in:0 to:0
518,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
518,5, g:934 i:1324 tg:84815 h:200 c:63 cc:1108 m:160174 sc:2954 s:2814 l:233 p:2224 f:496 po:65468000 nc:19 w:11 t:121 fa:0 fr:22 tru:10 gw:3 in:2 to:213
518,6, g:10708 i:11997 tg:544953 h:385 c:88 cc:4688 m:600372 sc:20210 s:9775 l:730 p:16213 f:2848 po:1347078000 nc:53 w:12 t:121 fa:0 fr:97 tru:10 gw:1 in:3 to:1632
518,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
518,8, g:2819 i:3201 tg:356837 h:297 c:81 cc:1400 m:100584 sc:3974 s:3430 l:235 p:3604 f:636 po:91068000 nc:15 w:35 t:121 fa:0 fr:272 tru:7 gw:5 in:2 to:451
518,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
518,10, g:10453 i:12630 tg:585080 h:870 c:90 cc:5115 m:1135470 sc:21999 s:11731 l:1339 p:15870 f:3196 po:1032487000 nc:95 w:19 t:121 fa:0 fr:122 tru:12 gw:4 in:6 to:1284
518,11, g:3428 i:4068 tg:346478 h:431 c:107 cc:1913 m:307556 sc:9184 s:5035 l:286 p:6096 f:968 po:373115000 nc:22 w:11 t:121 fa:0 fr:43 tru:11 gw:5 in:3 to:741
518,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
518,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
519,1, g:346 i:461 tg:131275 h:98 c:85 cc:330 m:53878 sc:1093 s:1664 l:52 p:920 f:127 po:33189000 nc:5 w:0 t:121 fa:0 fr:4 tru:6 gw:7 in:2 to:166
519,2, g:1895 i:2265 tg:217772 h:153 c:73 cc:822 m:172338 sc:3810 s:2779 l:226 p:3028 f:600 po:194507000 nc:16 w:6 t:121 fa:0 fr:23 tru:0 gw:4 in:2 to:248
519,3, g:16 i:21 tg:170 h:14 c:22 cc:38 m:3634 sc:79 s:471 l:28 p:16 f:14 po:469000 nc:1 w:0 t:81 fa:0 fr:0 tru:0 gw:0 in:0 to:0
519,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
519,5, g:519 i:846 tg:87280 h:119 c:63 cc:592 m:139374 sc:2045 s:2278 l:193 p:1778 f:375 po:34928000 nc:17 w:3 t:121 fa:0 fr:16 tru:7 gw:2 in:2 to:117
519,6, g:12893 i:14163 tg:570296 h:619 c:88 cc:3149 m:591082 sc:20801 s:10110 l:726 p:14702 f:2763 po:1370878000 nc:52 w:28 t:121 fa:0 fr:911 tru:10 gw:4 in:3 to:1519
519,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
519,8, g:1824 i:2213 tg:362574 h:188 c:81 cc:1136 m:119182 sc:4105 s:2909 l:238 p:3598 f:565 po:89375000 nc:15 w:14 t:121 fa:0 fr:103 tru:7 gw:2 in:2 to:341
519,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
519,10, g:9944 i:12115 tg:601061 h:844 c:90 cc:5810 m:1100082 sc:21409 s:11851 l:1363 p:15925 f:3318 po:1050740000 nc:95 w:23 t:121 fa:0 fr:117 tru:12 gw:5 in:6 to:1283
519,11, g:3406 i:4028 tg:353714 h:437 c:107 cc:1953 m:313966 sc:9346 s:4989 l:289 p:5620 f:901 po:353417000 nc:22 w:12 t:121 fa:0 fr:37 tru:11 gw:5 in:3 to:688
519,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
519,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
520,1, g:233 i:304 tg:132489 h:78 c:85 cc:195 m:41468 sc:628 s:1449 l:31 p:472 f:86 po:16698000 nc:3 w:0 t:121 fa:0 fr:2 tru:2 gw:4 in:2 to:64
520,2, g:1848 i:2225 tg:223324 h:149 c:73 cc:825 m:178792 sc:3828 s:2802 l:230 p:3072 f:597 po:196884000 nc:16 w:6 t:121 fa:0 fr:23 tru:0 gw:4 in:2 to:248
520,3, g:16 i:21 tg:186 h:14 c:22 cc:38 m:3653 sc:82 s:471 l:28 p:15 f:8 po:337000 nc:1 w:0 t:82 fa:0 fr:0 tru:0 gw:0 in:0 to:0
520,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
520,5, g:584 i:914 tg:88595 h:155 c:63 cc:656 m:178710 sc:2036 s:2418 l:211 p:1831 f:381 po:35251000 nc:18 w:6 t:121 fa:0 fr:18 tru:7 gw:3 in:2 to:134
520,6, g:10512 i:11792 tg:597108 h:460 c:88 cc:2976 m:600606 sc:20489 s:9637 l:732 p:14747 f:2760 po:1384979000 nc:52 w:9 t:121 fa:0 fr:91 tru:10 gw:4 in:3 to:1564
520,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
520,8, g:2105 i:2501 tg:368868 h:278 c:81 cc:1378 m:110082 sc:4170 s:3490 l:269 p:3691 f:609 po:88302000 nc:16 w:35 t:121 fa:0 fr:266 tru:7 gw:2 in:2 to:413
520,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
520,10, g:9785 i:11954 tg:623870 h:860 c:90 cc:5865 m:1090412 sc:21074 s:11851 l:1320 p:16090 f:3360 po:1083190000 nc:93 w:21 t:121 fa:0 fr:119 tru:12 gw:7 in:6 to:1350
520,11, g:3403 i:4026 tg:358022 h:410 c:107 cc:1857 m:298772 sc:9326 s:4893 l:293 p:5679 f:983 po:348772000 nc:23 w:9 t:121 fa:0 fr:37 tru:11 gw:6 in:3 to:715
520,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
520,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
521,1, g:203 i:259 tg:132993 h:73 c:85 cc:153 m:43394 sc:478 s:1402 l:28 p:351 f:68 po:15161000 nc:3 w:0 t:121 fa:0 fr:2 tru:2 gw:4 in:2 to:47
521,2, g:1840 i:2219 tg:228992 h:149 c:73 cc:828 m:200682 sc:3844 s:2806 l:230 p:3036 f:583 po:200000000 nc:16 w:6 t:121 fa:0 fr:23 tru:0 gw:4 in:2 to:248
521,3, g:14 i:19 tg:200 h:15 c:22 cc:38 m:3669 sc:69 s:466 l:28 p:15 f:8 po:232000 nc:1 w:0 t:82 fa:0 fr:0 tru:0 gw:0 in:0 to:0
521,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
521,5, g:594 i:925 tg:90498 h:163 c:63 cc:685 m:174798 sc:1985 s:2387 l:211 p:1846 f:422 po:33572000 nc:18 w:6 t:121 fa:0 fr:18 tru:7 gw:3 in:2 to:130
521,6, g:9651 i:10882 tg:620931 h:440 c:88 cc:2865 m:612304 sc:19359 s:9397 l:726 p:14373 f:2723 po:1374298000 nc:51 w:9 t:121 fa:0 fr:87 tru:9 gw:4 in:3 to:1530
521,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
521,8, g:1952 i:2324 tg:374379 h:267 c:81 cc:1270 m:93078 sc:3583 s:3384 l:251 p:3484 f:605 po:70860000 nc:15 w:35 t:121 fa:0 fr:223 tru:7 gw:2 in:2 to:301
521,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
521,10, g:10495 i:12677 tg:651303 h:852 c:91 cc:6951 m:1126370 sc:20861 s:11982 l:1352 p:17937 f:3419 po:1100842000 nc:95 w:21 t:121 fa:0 fr:119 tru:12 gw:8 in:6 to:1353
521,11, g:3784 i:4395 tg:361779 h:411 c:107 cc:1870 m:249870 sc:9561 s:4767 l:277 p:5487 f:954 po:344327000 nc:21 w:9 t:121 fa:0 fr:37 tru:11 gw:5 in:3 to:713
521,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
521,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
522,1, g:203 i:253 tg:133297 h:68 c:85 cc:152 m:27396 sc:483 s:1373 l:21 p:332 f:65 po:15222000 nc:2 w:0 t:121 fa:0 fr:2 tru:2 gw:3 in:2 to:45
522,2, g:1717 i:2094 tg:234573 h:173 c:73 cc:823 m:185056 sc:3869 s:2798 l:237 p:2959 f:548 po:204058000 nc:16 w:6 t:121 fa:0 fr:23 tru:0 gw:4 in:2 to:248
522,3, g:13 i:19 tg:85 h:15 c:22 cc:34 m:3895 sc:64 s:466 l:28 p:15 f:8 po:150000 nc:1 w:0 t:83 fa:0 fr:0 tru:0 gw:0 in:0 to:0
522,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
522,5, g:564 i:875 tg:91935 h:121 c:63 cc:597 m:119992 sc:1946 s:2135 l:189 p:1643 f:385 po:30912000 nc:16 w:1 t:121 fa:0 fr:16 tru:7 gw:3 in:2 to:149
522,6, g:9777 i:11032 tg:645731 h:439 c:88 cc:2888 m:601662 sc:19767 s:9529 l:772 p:14483 f:2779 po:1385134000 nc:54 w:9 t:121 fa:0 fr:87 tru:9 gw:4 in:3 to:1564
522,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
522,8, g:2497 i:2846 tg:380422 h:246 c:81 cc:1458 m:97388 sc:3347 s:3287 l:234 p:3201 f:548 po:64056000 nc:14 w:35 t:121 fa:0 fr:240 tru:6 gw:2 in:2 to:279
522,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
522,10, g:9905 i:12115 tg:676690 h:888 c:91 cc:5962 m:1100288 sc:22311 s:12196 l:1345 p:16938 f:3472 po:1131026000 nc:95 w:23 t:121 fa:0 fr:119 tru:12 gw:9 in:6 to:1393
522,11, g:3528 i:4148 tg:365909 h:447 c:108 cc:1986 m:273504 sc:8891 s:4916 l:289 p:5478 f:926 po:339111000 nc:22 w:12 t:121 fa:0 fr:37 tru:11 gw:5 in:3 to:640
522,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
522,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
523,1, g:46 i:55 tg:133836 h:36 c:85 cc:78 m:10522 sc:25 s:1215 l:13 p:50 f:23 po:337000 nc:1 w:0 t:121 fa:0 fr:0 tru:0 gw:1 in:2 to:14
523,2, g:1888 i:2261 tg:240202 h:185 c:73 cc:841 m:186658 sc:3956 s:2787 l:219 p:2949 f:539 po:205921000 nc:15 w:6 t:121 fa:0 fr:23 tru:0 gw:4 in:2 to:244
523,3, g:13 i:18 tg:110 h:15 c:22 cc:34 m:3489 sc:58 s:462 l:28 p:14 f:4 po:90000 nc:1 w:0 t:83 fa:0 fr:0 tru:0 gw:0 in:0 to:0
523,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
523,5, g:551 i:862 tg:93051 h:117 c:63 cc:609 m:125550 sc:1903 s:2114 l:169 p:1651 f:396 po:30413000 nc:15 w:1 t:121 fa:0 fr:16 tru:7 gw:3 in:2 to:149
523,6, g:12620 i:13869 tg:671443 h:729 c:88 cc:3262 m:619318 sc:20238 s:9989 l:734 p:14348 f:2829 po:1389559000 nc:51 w:30 t:121 fa:0 fr:891 tru:10 gw:4 in:3 to:1659
523,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
